RR;ETPP;TMC;RG;date;Time;PARi
0;2.2;13.2;1286;17/08/1999;2420;6.1728
2.6;2;13.6;1071;18/08/1999;2421;5.1408
0.2;1.8;11.5;1253;19/08/1999;2422;6.0144
0;3.8;14.1;2469;20/08/1999;2423;11.8512
0;3.7;12.2;2560;21/08/1999;2424;12.288
0;3.9;15.4;2360;22/08/1999;2425;11.328
0.2;2.4;16;1504;23/08/1999;2426;7.2192
0;4.7;21;2335;24/08/1999;2427;11.208
2.8;4.5;22.9;1753;25/08/1999;2428;8.4144
0.8;2;17.4;782;26/08/1999;2429;3.7536
0;3.4;17.2;2162;27/08/1999;2430;10.3776
3.2;3;17.4;1674;28/08/1999;2431;8.0352
0;3.3;16.2;2049;29/08/1999;2432;9.8352
0;2.9;13.9;1991;30/08/1999;2433;9.5568
0;3.4;14.3;2253;31/08/1999;2434;10.8144
0;3.4;14.8;2276;01/09/1999;2435;10.9248
0;3.9;16.5;2280;02/09/1999;2436;10.944
0;3;14.8;1670;03/09/1999;2437;8.016
0;2.7;14.4;1719;04/09/1999;2438;8.2512
7;3.3;15.9;1786;05/09/1999;2439;8.5728
10;1.71295118488554;14.5;885;06/09/1999;2440;4.248
0;1.9;14.8;918;07/09/1999;2441;4.4064
0.2;3.1;15.2;2126;08/09/1999;2442;10.2048
0;2.9;15.4;1901;09/09/1999;2443;9.1248
0;3.4;16.9;2078;10/09/1999;2444;9.9744
0;3.6;17.2;1985;11/09/1999;2445;9.528
0;2.5;16.6;1366;12/09/1999;2446;6.5568
0.2;3.7;17;1883;13/09/1999;2447;9.0384
19.6;1.26492535067646;13.8;630;14/09/1999;2448;3.024
2.4;1;12.8;476;15/09/1999;2449;2.2848
0;2.3;10.1;2080;16/09/1999;2450;9.984
4;1.1;9.6;905;17/09/1999;2451;4.344
0;2.2;12.4;1598;18/09/1999;2452;7.6704
12.4;1.7;12.9;523;19/09/1999;2453;2.5104
3;1.3;9.6;771;20/09/1999;2454;3.7008
0;1.5;11.1;775;21/09/1999;2455;3.72
0;1.8;14.5;812;22/09/1999;2456;3.8976
3.6;1.9;15.1;1097;23/09/1999;2457;5.2656
19.8;2.2;16.2;1320;24/09/1999;2458;6.336
11.6;1.2;13.9;754;25/09/1999;2459;3.6192
0.4;1.7;11.8;1256;26/09/1999;2460;6.0288
9.6;1.4;10.9;926;27/09/1999;2461;4.4448
3.2;0.4;10.2;296;28/09/1999;2462;1.4208
3.8;2;12.2;1639;29/09/1999;2463;7.8672
21.6;1.3;10;770;30/09/1999;2464;3.696
0.6;0.7;8.7;604;01/10/1999;2465;2.8992
17;1.1;10.5;769;02/10/1999;2466;3.6912
4.6;0.7;6.2;647;03/10/1999;2467;3.1056
3.6;0.8;4.6;707;04/10/1999;2468;3.3936
0;0.9;1.8;1467;05/10/1999;2469;7.0416
0;1.4;4.7;1717;06/10/1999;2470;8.2416
0;1.6;6.7;1688;07/10/1999;2471;8.1024
0;1.2;5.6;1593;08/10/1999;2472;7.6464
0;0.7;5.9;836;09/10/1999;2473;4.0128
0;1.5;10.5;1330;10/10/1999;2474;6.384
0;1.5;10.2;1514;11/10/1999;2475;7.2672
1.2;1.6;9.9;1352;12/10/1999;2476;6.4896
8;0.4;10.2;336;13/10/1999;2477;1.6128
0.8;0.9;12.9;739;14/10/1999;2478;3.5472
0;0.8;11.4;641;15/10/1999;2479;3.0768
0;1.4;9.5;1444;16/10/1999;2480;6.9312
0.6;0.8;9.2;1124;17/10/1999;2481;5.3952
10;0.6;8.7;443;18/10/1999;2482;2.1264
6.4;0.4;7.2;290;19/10/1999;2483;1.392
17.8;0.6;8.7;341;20/10/1999;2484;1.6368
0;0.8;8.6;759;21/10/1999;2485;3.6432
7.2;1.2;9.3;488;22/10/1999;2486;2.3424
0;1.4;10.1;543;23/10/1999;2487;2.6064
14;1.3;9.6;388;24/10/1999;2488;1.8624
0;1.1;8.4;1159;25/10/1999;2489;5.5632
0;1;8;1204;26/10/1999;2490;5.7792
0;1.6;12.1;1204;27/10/1999;2491;5.7792
0;1.5;14.1;843;28/10/1999;2492;4.0464
0;2.3;13.9;475;29/10/1999;2493;2.28
1.2;1.5;12.7;861;30/10/1999;2494;4.1328
0;0.8;8.1;1176;31/10/1999;2495;5.6448
0;1.2;10.3;773;01/11/1999;2496;3.7104
5.6;0.7;10.6;149;02/11/1999;2497;0.7152
0;0.6;3.8;954;03/11/1999;2498;4.5792
0;0.4;2.6;662;04/11/1999;2499;3.1776
10;1.4;6.2;615;05/11/1999;2500;2.952
4.8;0.3;2.3;410;06/11/1999;2501;1.968
0;0.7;2;822;07/11/1999;2502;3.9456
0;0.5;2.8;970;08/11/1999;2503;4.656
0.6;0.2;3.8;174;09/11/1999;2504;0.8352
2.2;0.3;1.5;417;10/11/1999;2505;2.0016
10;0.1;0.2;150;11/11/1999;2506;0.72
10;0.8;2.8;260;12/11/1999;2507;1.248
0.2;1.6;6.9;540;13/11/1999;2508;2.592
0.6;0.5;3.7;556;14/11/1999;2509;2.6688
0;0.4;-0.1;380;15/11/1999;2510;1.824
0.8;0.4;-1.3;437;16/11/1999;2511;2.0976
1.4;0.1;-3;190;17/11/1999;2512;0.912
28;0.4;-0.1;223;18/11/1999;2513;1.0704
5;0.1;-3.8;332;19/11/1999;2514;1.5936
1;0.2;-6.3;393;20/11/1999;2515;1.8864
0;0.1;-7.7;551;21/11/1999;2516;2.6448
0.2;0;-8.4;568;22/11/1999;2517;2.7264
0.6;0;-3.7;404;23/11/1999;2518;1.9392
0;0.1;-0.2;523;24/11/1999;2519;2.5104
0;0.1;-0.2;854;25/11/1999;2520;4.0992
0;0.5;1.5;863;26/11/1999;2521;4.1424
0;0;1.5;821;27/11/1999;2522;3.9408
0;0.2;1.8;733;28/11/1999;2523;3.5184
0;1.3;4.1;821;29/11/1999;2524;3.9408
0;0.8;4.7;776;30/11/1999;2525;3.7248
0;0.1;1.8;729;01/12/1999;2526;3.4992
0;0;-0.3;257;02/12/1999;2527;1.2336
0;0.7;5.1;698;03/12/1999;2528;3.3504
2;0;0.7;100;04/12/1999;2529;0.48
0;0;-2.3;654;05/12/1999;2530;3.1392
0;0;-1.5;711;06/12/1999;2531;3.4128
0.6;0.1;3.9;740;07/12/1999;2532;3.552
0.2;0.2;3.2;255;08/12/1999;2533;1.224
2.2;0.1;1.4;96;09/12/1999;2534;0.4608
4;0.3;1;316;10/12/1999;2535;1.5168
8.2;0;2.8;85;11/12/1999;2536;0.408
15.8;0.4;3.1;98;12/12/1999;2537;0.4704
3.8;0.2;0.5;209;13/12/1999;2538;1.0032
3.8;0.2;1;145;14/12/1999;2539;0.696
0.2;0;-5.1;369;15/12/1999;2540;1.7712
0;0.1;-7;448;16/12/1999;2541;2.1504
6.8;0.2;-3.7;449;17/12/1999;2542;2.1552
12.4;0;1.1;172;18/12/1999;2543;0.8256
5;0.0954045200054675;3.8;93;19/12/1999;2544;0.4464
0;0;-6.8;615;20/12/1999;2545;2.952
0;0.2;-3.5;515;21/12/1999;2546;2.472
0;1;3;642;22/12/1999;2547;3.0816
0.4;0.3;1.6;190;23/12/1999;2548;0.912
0.2;0.4;4.2;320;24/12/1999;2549;1.536
15;0.6;4.4;79;25/12/1999;2550;0.3792
25;0.292912630026668;5;233;26/12/1999;2551;1.1184
30;0.0531846772528763;2.5;94;27/12/1999;2552;0.4512
4;0.050249760497544;-2;282;28/12/1999;2553;1.3536
1;0.0311335946504439;-3;314;29/12/1999;2554;1.5072
6;0.147553757480551;-3;473;30/12/1999;2555;2.2704
4;0.00392234239539638;-1;175;31/12/1999;2556;0.84
0;0.168647984062219;1.5;250;01/01/2000;2557;1.2
0;0.101712083447017;1;200;02/01/2000;2558;0.96
0;0.239159067003213;0;400;03/01/2000;2559;1.92
0.5;0.454726226049245;1.5;550;04/01/2000;2560;2.64
0;0;4.6;749;05/01/2000;2561;3.5952
0;0.1;3.2;706;06/01/2000;2562;3.3888
0;0.1;1.6;317;07/01/2000;2563;1.5216
6;0.526958982814693;0.8;637.662673491158;08/01/2000;2564;3.06078083275756
7;0.663757953806992;1.5;703.183170738711;09/01/2000;2565;3.37527921954581
0;0.1;-2.6;312;10/01/2000;2566;1.4976
0;0.0131579031091288;-3.8;339;11/01/2000;2567;1.6272
0;0;-5.3;873;12/01/2000;2568;4.1904
0;0;-4;832;13/01/2000;2569;3.9936
0;0;-1.5;525;14/01/2000;2570;2.52
0;0.5;1.5;827;15/01/2000;2571;3.9696
0;0.2;-4;734;16/01/2000;2572;3.5232
0;0.2;-1.9;711;17/01/2000;2573;3.4128
0;0;-1.9;560;18/01/2000;2574;2.688
0;0.1;-3.1;804;19/01/2000;2575;3.8592
0;0.3;-1.8;891;20/01/2000;2576;4.2768
0;0;-5;710;21/01/2000;2577;3.408
4;0.1;-2.8;109;22/01/2000;2578;0.5232
1.6;0.1;-3.8;575;23/01/2000;2579;2.76
0.2;0;-6.8;775;24/01/2000;2580;3.72
0;0.2;-9.6;750;25/01/2000;2581;3.6
0;0.3;-5.1;1001;26/01/2000;2582;4.8048
0;0.2;-3.1;973;27/01/2000;2583;4.6704
0;0;-1.9;945;28/01/2000;2584;4.536
8.8;0.0962782185846188;1.3;182;29/01/2000;2585;0.8736
1;0.301260243329173;3.7;290;30/01/2000;2586;1.392
0;0.3;4.8;747;31/01/2000;2587;3.5856
0.6;1.20148805763667;6.6;934;01/02/2000;2588;4.4832
21;0.1;4.5;173;02/02/2000;2589;0.8304
0;0.4;2.5;1085;03/02/2000;2590;5.208
0;0.8;5.3;1059;04/02/2000;2591;5.0832
0;1.4;8.2;899;05/02/2000;2592;4.3152
2;0.6;6.7;956;06/02/2000;2593;4.5888
4.4;0.5;3.6;285;07/02/2000;2594;1.368
8;0.210116917187496;4.8;166;08/02/2000;2595;0.7968
0;0.6;1.9;932;09/02/2000;2596;4.4736
4;1.1;3.3;957;10/02/2000;2597;4.5936
0;0.4;-1;985;11/02/2000;2598;4.728
0;0.3;-3.2;1271;12/02/2000;2599;6.1008
2.6;0.3;-0.5;330;13/02/2000;2600;1.584
6;0.396139654326572;2.5;436;14/02/2000;2601;2.0928
11;0.358452182207785;4.1;327;15/02/2000;2602;1.5696
6;0.2;-0.9;364;16/02/2000;2603;1.7472
2.6;0.5;-0.5;596;17/02/2000;2604;2.8608
33;0.224628830832565;1.3;318;18/02/2000;2605;1.5264
4.6;0.4;0.9;377;19/02/2000;2606;1.8096
0;0.7;-2.5;1420;20/02/2000;2607;6.816
0;0.9;-2.6;1338;21/02/2000;2608;6.4224
0;0.9;-0.3;1290;22/02/2000;2609;6.192
0.2;0.7;0.4;1418;23/02/2000;2610;6.8064
0.2;0.34168637022075;1.8;416;24/02/2000;2611;1.9968
0;1.69952159132011;6.8;1199.26693561304;25/02/2000;2612;5.75648129094259
0;1.54317991018606;6;1124.38636733012;26/02/2000;2613;5.39705456318458
0;1.38480879727664;8.5;966;27/02/2000;2614;4.6368
3;1.6;6.5;917;28/02/2000;2615;4.4016
30.6;0.8;3.9;333;29/02/2000;2616;1.5984
15.4;0.6;0.4;424;01/03/2000;2617;2.0352
0;0.9;0.2;1519;02/03/2000;2618;7.2912
2.8;1;1.4;1491;03/03/2000;2619;7.1568
1.4;1.1;1.2;1482;04/03/2000;2620;7.1136
0;1.7;-1.1;1755;05/03/2000;2621;8.424
0;1.9;4.1;1728;06/03/2000;2622;8.2944
0;1.6;4.6;1689;07/03/2000;2623;8.1072
0;1.6;5.7;1652;08/03/2000;2624;7.9296
0;2;8.4;1712;09/03/2000;2625;8.2176
0;1.6;6.8;1728;10/03/2000;2626;8.2944
0;2.2;8.2;1838;11/03/2000;2627;8.8224
0;2.3;7.6;1825;12/03/2000;2628;8.76
0;2.1;8;1682;13/03/2000;2629;8.0736
0;1.7;6.2;1320;14/03/2000;2630;6.336
0;1.4;2.1;808;15/03/2000;2631;3.8784
0;1.64874888286038;2.2;1719;16/03/2000;2632;8.2512
0;1.5;3.7;1182;17/03/2000;2633;5.6736
0;1.1;1.9;593;18/03/2000;2634;2.8464
0;1.2;0.7;1222;19/03/2000;2635;5.8656
0;1.7;1.7;1428;20/03/2000;2636;6.8544
0;2.4;4.6;1976;21/03/2000;2637;9.4848
0;2.5;5.9;1649;22/03/2000;2638;7.9152
6.6;2.5;7.3;954;23/03/2000;2639;4.5792
0.4;1.3;4.8;915;24/03/2000;2640;4.392
8.2;1.5;4.4;1111;25/03/2000;2641;5.3328
12.4;0.9;1.2;802;26/03/2000;2642;3.8496
4.2;1;0.1;1247;27/03/2000;2643;5.9856
0.8;1;-1.2;1436;28/03/2000;2644;6.8928
0.4;0.8;-0.8;738;29/03/2000;2645;3.5424
0.2;1.5;1.8;1022;30/03/2000;2646;4.9056
2.2;1.3;2;989;31/03/2000;2647;4.7472
0;1.4;2.6;1062;01/04/2000;2648;5.0976
0;2.4;3.9;1742;02/04/2000;2649;8.3616
16.2;1.5;4.2;810;03/04/2000;2650;3.888
11.8;1;2.8;676;04/04/2000;2651;3.2448
3.8;0.3;1;319;05/04/2000;2652;1.5312
0;1.1;1.4;979;06/04/2000;2653;4.6992
0;2.5;2.8;2493;07/04/2000;2654;11.9664
0;3.4;7;2154;08/04/2000;2655;10.3392
0.4;1.5;4.2;727;09/04/2000;2656;3.4896
3;1.8;5.9;1229;10/04/2000;2657;5.8992
10.8;1.3;5.6;658;11/04/2000;2658;3.1584
3.4;1.5;1.5;1265;12/04/2000;2659;6.072
0.6;1.3;2.7;1104;13/04/2000;2660;5.2992
9.4;3.1;7.4;2023;14/04/2000;2661;9.7104
0.6;2;3.4;1415;15/04/2000;2662;6.792
22.4;1.7;5.9;598;16/04/2000;2663;2.8704
0.8;1.4;3;1282;17/04/2000;2664;6.1536
2.8;2.7;6.8;2034;18/04/2000;2665;9.7632
0;3;6;2363;19/04/2000;2666;11.3424
0;3.2;9.1;2472;20/04/2000;2667;11.8656
0;2.9;12.3;1629;21/04/2000;2668;7.8192
11;4.7;14;2232;22/04/2000;2669;10.7136
12.8;0.7;4.6;432;23/04/2000;2670;2.0736
0;3;6.8;2605;24/04/2000;2671;12.504
0;2.8;9.6;1798;25/04/2000;2672;8.6304
0;4.4;10.4;2454;26/04/2000;2673;11.7792
14.4;2.7;8.3;1541;27/04/2000;2674;7.3968
0.8;0.5;3.5;385;28/04/2000;2675;1.848
3.2;2.8;5.5;2365;29/04/2000;2676;11.352
0;3.3;8.6;2156;30/04/2000;2677;10.3488
16;2.9;10.6;1650;01/05/2000;2678;7.92
4.6;3.2;12.3;1988;02/05/2000;2679;9.5424
3.4;3.8;13.6;1908;03/05/2000;2680;9.1584
0;5.2;14.3;2609;04/05/2000;2681;12.5232
0.2;4.2;14.2;1690;05/05/2000;2682;8.112
6.4;1.4;9.8;658;06/05/2000;2683;3.1584
1.2;2.6;11.8;1348;07/05/2000;2684;6.4704
0;4.2;13.2;2380;08/05/2000;2685;11.424
4.2;2;11.9;1017;09/05/2000;2686;4.8816
7.4;3.2;13.4;1630;10/05/2000;2687;7.824
2.2;2;10.7;996;11/05/2000;2688;4.7808
0;3.1;11.1;2127;12/05/2000;2689;10.2096
0;3.3;11.9;2087;13/05/2000;2690;10.0176
0;3.5;11.9;2344;14/05/2000;2691;11.2512
0;5;15.9;2790;15/05/2000;2692;13.392
0;5.7;15.6;2804;16/05/2000;2693;13.4592
6.6;0.9;10.6;480;17/05/2000;2694;2.304
6;1.3;6.1;850;18/05/2000;2695;4.08
0.6;1.8;5.7;1299;19/05/2000;2696;6.2352
0.2;2.8;8.1;2018;20/05/2000;2697;9.6864
0;1.6;6.4;1140;21/05/2000;2698;5.472
0;3.1;7.1;2337;22/05/2000;2699;11.2176
0;3.5;8.2;2740;23/05/2000;2700;13.152
0;3.9;11.4;2774;24/05/2000;2701;13.3152
1;2;11;1017;25/05/2000;2702;4.8816
16.8;3.4;11.6;2184;26/05/2000;2703;10.4832
0;3.7;9;2570;27/05/2000;2704;12.336
4.2;1.7;9.5;755;28/05/2000;2705;3.624
4.6;3.2;8.6;2293;29/05/2000;2706;11.0064
4;1.7;11;785;30/05/2000;2707;3.768
5.2;1.2;9.9;746;31/05/2000;2708;3.5808
0;3.22385298237715;14.6;1929.35247637148;01/06/2000;2709;9.2608918865831
0;3.88830512719689;18;2247.59489157388;02/06/2000;2710;10.7884554795546
0;3.90784783733865;18.1;2256.95496260925;03/06/2000;2711;10.8333838205244
0.2;4.50298727181662;17.1;2397;04/06/2000;2712;11.5056
7.6;2.53985812741566;11.1;1601.74999013372;05/06/2000;2713;7.68839995264186
0;1.80857935221089;9.5;1224;06/06/2000;2714;5.8752
0;3.33818687143119;7.9;2542;07/06/2000;2715;12.2016
0;5.1785312987781;15.1;2994;08/06/2000;2716;14.3712
0.6;4.46386786071248;15.5;2516;09/06/2000;2717;12.0768
30.8;1.20577134010213;11.9;667;10/06/2000;2718;3.2016
3.6;0.755762112203893;7.1;541;11/06/2000;2719;2.5968
0;3.6269287765843;11.7;2339;12/06/2000;2720;11.2272
0;2.89476897138567;14.6;1620;13/06/2000;2721;7.776
0.2;4.69941562032676;17;2520;14/06/2000;2722;12.096
0.2;3.47790821421999;15.9;2051.03339983122;15/06/2000;2723;9.84496031918986
0;5.4;16.4;3152;16/06/2000;2724;15.1296
0;5.8;16.4;3103;17/06/2000;2725;14.8944
0;6.3;16.9;3134;18/06/2000;2726;15.0432
0;7;18.4;3140;19/06/2000;2727;15.072
0;7.7;18;3238;20/06/2000;2728;15.5424
0;5.4;16.4;2694;21/06/2000;2729;12.9312
1.4;0.9;12.5;493;22/06/2000;2730;2.3664
0;2.6;10.4;1580;23/06/2000;2731;7.584
0.6;2;9.9;1074;24/06/2000;2732;5.1552
0;2.5;10.7;1456;25/06/2000;2733;6.9888
0;5;12.8;3177;26/06/2000;2734;15.2496
0;5.2;16;2876;27/06/2000;2735;13.8048
0;2.4;14.8;1065;28/06/2000;2736;5.112
0;3;15.1;1591;29/06/2000;2737;7.6368
0.4;4.5;15.1;2729;30/06/2000;2738;13.0992
9.2;4.1;17.1;1866;01/07/2000;2739;8.9568
12.6;5.8;19.5;2687;02/07/2000;2740;12.8976
7;3.9;16.6;2118;03/07/2000;2741;10.1664
2;2.5;12.2;1269;04/07/2000;2742;6.0912
0;3.5;12.9;2194;05/07/2000;2743;10.5312
0.2;6.2;18.5;2859;06/07/2000;2744;13.7232
7.6;3.2;14.4;1482;07/07/2000;2745;7.1136
0;3.5;11.7;2070;08/07/2000;2746;9.936
7.4;0.9;9.5;515;09/07/2000;2747;2.472
28.6;2;10.8;1070;10/07/2000;2748;5.136
20.8;1.3;7.2;669;11/07/2000;2749;3.2112
0;1.8;6.9;1192;12/07/2000;2750;5.7216
15.8;1.1;8.1;826;13/07/2000;2751;3.9648
13.2;0.9;9.8;570;14/07/2000;2752;2.736
0.8;1.7;9.1;863;15/07/2000;2753;4.1424
0;2.1;7.2;1509;16/07/2000;2754;7.2432
0;4;9.7;2920;17/07/2000;2755;14.016
0;4.9;13.9;2873;18/07/2000;2756;13.7904
0;4.2;13;2484;19/07/2000;2757;11.9232
0;4.7;13.4;3035;20/07/2000;2758;14.568
0;5.3;15.1;3013;21/07/2000;2759;14.4624
0;6.2;19.6;2747;22/07/2000;2760;13.1856
11;4.7;17.6;1957;23/07/2000;2761;9.3936
0.2;3.2;12.8;1958;24/07/2000;2762;9.3984
3.2;1.6;12.4;721;25/07/2000;2763;3.4608
0.2;3.6;14.2;2294;26/07/2000;2764;11.0112
0;3;15.2;1725;27/07/2000;2765;8.28
7.6;2.9;13.6;1700;28/07/2000;2766;8.16
0.2;2.4;12.1;1474;29/07/2000;2767;7.0752
0;3.8;12.4;2505;30/07/2000;2768;12.024
0;5.2;17.5;2859;31/07/2000;2769;13.7232
4.2;4.9;19;2440;01/08/2000;2770;11.712
0.2;2.2;15;948;02/08/2000;2771;4.5504
1.4;2.1;11.5;1274;03/08/2000;2772;6.1152
0;2.4;11;1538;04/08/2000;2773;7.3824
2.6;1.7;11.5;968;05/08/2000;2774;4.6464
0.2;2.7;13.4;1520;06/08/2000;2775;7.296
0.2;3.1;13.8;1896;07/08/2000;2776;9.1008
0;3;14.4;1846;08/08/2000;2777;8.8608
0.2;4;17.1;2308;09/08/2000;2778;11.0784
0;4.8;18.5;2645;10/08/2000;2779;12.696
0;5;19;2528;11/08/2000;2780;12.1344
7.6;2.4;16.5;1142;12/08/2000;2781;5.4816
0.2;3.7;16.6;2201;13/08/2000;2782;10.5648
0;3.9;17.3;2401;14/08/2000;2783;11.5248
0.4;3.9;17.5;2288;15/08/2000;2784;10.9824
0;4.2;17.6;2568;16/08/2000;2785;12.3264
0.6;2.9;17.8;1675;17/08/2000;2786;8.04
0.2;3.7;20.2;1201;18/08/2000;2787;5.7648
0;4.9;19;2374;19/08/2000;2788;11.3952
6.8;5.2;20.5;2228;20/08/2000;2789;10.6944
20.4;1.1;13.3;457;21/08/2000;2790;2.1936
0;3.9;13.4;2457;22/08/2000;2791;11.7936
0;5.3;19.5;2465;23/08/2000;2792;11.832
0;5;20.3;2178;24/08/2000;2793;10.4544
0;5.6;22.9;2080;25/08/2000;2794;9.984
15.6;2.9;16.7;1238;26/08/2000;2795;5.9424
0.2;1.9;12.7;1154;27/08/2000;2796;5.5392
0;2.4;11.1;1808;28/08/2000;2797;8.6784
0;3.7;14.3;2272;29/08/2000;2798;10.9056
26.8;3.1;16.2;1503;30/08/2000;2799;7.2144
0.6;1.9;11.6;1332;31/08/2000;2800;6.3936
2.8;2.2;11.4;1554;01/09/2000;2801;7.4592
2.2;1.8;11.1;1013;02/09/2000;2802;4.8624
2;1.2;9.7;690;03/09/2000;2803;3.312
0;1.9;8.6;1401;04/09/2000;2804;6.7248
0;2.7;10.1;2236;05/09/2000;2805;10.7328
0.4;2.3;10.4;1745;06/09/2000;2806;8.376
1.2;2.1;12.8;1289;07/09/2000;2807;6.1872
0;3.2;14.1;2146;08/09/2000;2808;10.3008
0;3.7;16.8;2111;09/09/2000;2809;10.1328
0;3.6;17.7;2098;10/09/2000;2810;10.0704
0;3.4;18.2;2078;11/09/2000;2811;9.9744
0.8;2.3;16;1479;12/09/2000;2812;7.0992
0.2;2.4;16.5;1575;13/09/2000;2813;7.56
0.2;2.4;15.4;1730;14/09/2000;2814;8.304
0;3.7;17.5;1926;15/09/2000;2815;9.2448
0.8;1.9;14.3;1226;16/09/2000;2816;5.8848
0;2.40305915642336;10.4;1536.22949288617;17/09/2000;2817;7.37390156585362
0;2.30534560571458;9.9;1489.42913770934;18/09/2000;2818;7.14925986100483
11.2;1.38104120950639;11.4;810;19/09/2000;2819;3.888
12;1.35203867730058;8.6;935;20/09/2000;2820;4.488
0;2.38752856748574;10.2;1598;21/09/2000;2821;7.6704
0;2;12.2;1788;22/09/2000;2822;8.5824
0;3.8;16.1;1887;23/09/2000;2823;9.0576
0.2;2.3;13.6;1480;24/09/2000;2824;7.104
0;2;13.8;1532;25/09/2000;2825;7.3536
11;2.6;16.7;1448;26/09/2000;2826;6.9504
0.8;1.3;13.3;890;27/09/2000;2827;4.272
68;2.4;14.5;1261;28/09/2000;2828;6.0528
13.4;0.4;9.1;292;29/09/2000;2829;1.4016
0.4;1.1;8;863;30/09/2000;2830;4.1424
8;0.8;6.8;864;01/10/2000;2831;4.1472
2.6;0.8;5.8;686;02/10/2000;2832;3.2928
0;1.2;6;1448;03/10/2000;2833;6.9504
0;1.5;9.1;1568;04/10/2000;2834;7.5264
2.8;0.3;7.8;275;05/10/2000;2835;1.32
0;1.3;6.1;1331;06/10/2000;2836;6.3888
0;1.1;3.5;1580;07/10/2000;2837;7.584
2;0.9;5.6;1204;08/10/2000;2838;5.7792
8.8;0.9;6.5;872;09/10/2000;2839;4.1856
20;1;5.9;887;10/10/2000;2840;4.2576
16;0.6;5.4;286;11/10/2000;2841;1.3728
0.6;0.7;5.7;466;12/10/2000;2842;2.2368
3.4;0.5;4.3;409;13/10/2000;2843;1.9632
2.2;0.7;7.6;733;14/10/2000;2844;3.5184
2.2;0.5;8.1;270;15/10/2000;2845;1.296
4.4;0.6;6.4;339;16/10/2000;2846;1.6272
0;0.8;6.2;806;17/10/2000;2847;3.8688
0;0.9;6.7;1264;18/10/2000;2848;6.0672
0.2;0.6;8.9;562;19/10/2000;2849;2.6976
0;1.6;10.6;551;20/10/2000;2850;2.6448
0;2;11.6;969;21/10/2000;2851;4.6512
0;1.6;11.2;1146;22/10/2000;2852;5.5008
0;1.3;11.5;749;23/10/2000;2853;3.5952
0;0.7;10.1;538;24/10/2000;2854;2.5824
3.4;1.3;10.9;1219;25/10/2000;2855;5.8512
0.2;0.1;7.6;209;26/10/2000;2856;1.0032
0;0.7;7.9;1104;27/10/2000;2857;5.2992
4.8;1.5;9.3;1133;28/10/2000;2858;5.4384
0;0.8;6.8;695;29/10/2000;2859;3.336
12.4;1.2;8;646;30/10/2000;2860;3.1008
4.2;0.5;4.1;363;31/10/2000;2861;1.7424
3.8;0.6;4.3;349;01/11/2000;2862;1.6752
8.4;0.7;5.5;269;02/11/2000;2863;1.2912
2;0.5;2.9;564;03/11/2000;2864;2.7072
3.8;0.4;2;403;04/11/2000;2865;1.9344
15.4;0.7;3.6;854;05/11/2000;2866;4.0992
12.8;0.7;3.9;399;06/11/2000;2867;1.9152
9.8;0.5;1.5;313;07/11/2000;2868;1.5024
2.2;0.4;1;390;08/11/2000;2869;1.872
2.4;0.4;1.8;291;09/11/2000;2870;1.3968
0;0.4;1.5;525;10/11/2000;2871;2.52
0;0.6;2.2;1027;11/11/2000;2872;4.9296
8;0.6;7.8;609;12/11/2000;2873;2.9232
12;0.1;5.6;50;13/11/2000;2874;0.24
0.8;0.3;2.6;469;14/11/2000;2875;2.2512
0;0.2;1;530;15/11/2000;2876;2.544
0.2;0;0.7;899;16/11/2000;2877;4.3152
1;0.3;0.2;346;17/11/2000;2878;1.6608
1.2;0.3;2.1;184;18/11/2000;2879;0.8832
12;0;4;123;19/11/2000;2880;0.5904
2.2;0.4;2;377;20/11/2000;2881;1.8096
2.2;0.2;2.5;457;21/11/2000;2882;2.1936
2;0.4;6.2;176;22/11/2000;2883;0.8448
20.6;0.4;4.6;117;23/11/2000;2884;0.5616
0.2;0.2;0.4;292;24/11/2000;2885;1.4016
14;0;2.1;283;25/11/2000;2886;1.3584
5.6;0.1;2;135;26/11/2000;2887;0.648
8.6;0.1;5.2;147;27/11/2000;2888;0.7056
0;0.6;8.8;469;28/11/2000;2889;2.2512
2.4;0.7;7.9;281;29/11/2000;2890;1.3488
0;0.7;8.3;485;30/11/2000;2891;2.328
1;1.2;7.6;151;01/12/2000;2892;0.7248
6.4;0.9;7.6;308;02/12/2000;2893;1.4784
0.6;0.2;1.6;250;03/12/2000;2894;1.2
0.4;1.2;4.9;327;04/12/2000;2895;1.5696
0;0.3;5.4;378;05/12/2000;2896;1.8144
1.8;0.8;8.6;318;06/12/2000;2897;1.5264
3.8;1.2;8.7;276;07/12/2000;2898;1.3248
0.2;0.4;5.8;317;08/12/2000;2899;1.5216
3.2;0.5;5;279;09/12/2000;2900;1.3392
1.4;0.5;4.6;162;10/12/2000;2901;0.7776
0;0.4;5.6;552;11/12/2000;2902;2.6496
0;1.3;8.1;348;12/12/2000;2903;1.6704
0;0.4;5.1;494;13/12/2000;2904;2.3712
11.8;0.1;2.5;60;14/12/2000;2905;0.288
2.6;0;-0.6;324;15/12/2000;2906;1.5552
2.6;0;-0.3;426;16/12/2000;2907;2.0448
1.8;0.1;1;258;17/12/2000;2908;1.2384
0;0;3;622;18/12/2000;2909;2.9856
0;0.3;5.9;608;19/12/2000;2910;2.9184
0;0.3;4.2;628;20/12/2000;2911;3.0144
0;0.7;4.7;394;21/12/2000;2912;1.8912
