RR;ETPP;TMC;RG;date;Time;PARi
1.6;2.2;4.5;1878;04/04/1998;1920;9.0144
2.6;1.2;3.5;820;05/04/1998;1921;3.936
13.8;1.8;5.2;1240;06/04/1998;1922;5.952
12.2;0.9;2.5;904;07/04/1998;1923;4.3392
7.2;1.2;3;925;08/04/1998;1924;4.44
1.6;1.1;1.9;867;09/04/1998;1925;4.1616
2.6;1.4;0.8;1487;10/04/1998;1926;7.1376
3.4;1.4;-0.1;1522;11/04/1998;1927;7.3056
8.6;1;-0.8;919;12/04/1998;1928;4.4112
3;1.3;-2.8;1673;13/04/1998;1929;8.0304
0;1.8;-2.9;2606;14/04/1998;1930;12.5088
21.4;0.6;2.2;377;15/04/1998;1931;1.8096
6.2;1.6;1;1591;16/04/1998;1932;7.6368
8.8;1.2;0.2;1296;17/04/1998;1933;6.2208
7.8;1.1;-0.6;1283;18/04/1998;1934;6.1584
0.4;1.7;3;1610;19/04/1998;1935;7.728
0.8;1.1;4.2;867;20/04/1998;1936;4.1616
0;3;8.7;2213;21/04/1998;1937;10.6224
0;4.2;10.3;2614;22/04/1998;1938;12.5472
1.8;2.4;7.9;1901;23/04/1998;1939;9.1248
0.6;1.4;7.6;941;24/04/1998;1940;4.5168
3;3.1;12.5;1972;25/04/1998;1941;9.4656
63.6;0.6;8.1;238;26/04/1998;1942;1.1424
10;1.4;2.2;1323;27/04/1998;1943;6.3504
1;1.8;4;1502;28/04/1998;1944;7.2096
7.8;1.6;6;826;29/04/1998;1945;3.9648
9.2;0.9;4.6;641;30/04/1998;1946;3.0768
1;1.7;6.7;1201;01/05/1998;1947;5.7648
1;1.3;7.1;779;02/05/1998;1948;3.7392
0.4;1.9;6.8;1347;03/05/1998;1949;6.4656
0;0.7;3.7;467;04/05/1998;1950;2.2416
0;3.1;6.2;2496;05/05/1998;1951;11.9808
0;1.3;5.3;883;06/05/1998;1952;4.2384
0;3.9;9.1;2872;07/05/1998;1953;13.7856
0;5.1;11.3;2498;08/05/1998;1954;11.9904
0;5.6;14;2783;09/05/1998;1955;13.3584
0;6.4;16;2752;10/05/1998;1956;13.2096
0;6.5;16.5;2476;11/05/1998;1957;11.8848
0;5.6;15.7;2435;12/05/1998;1958;11.688
0.8;4.4;16.3;1903;13/05/1998;1959;9.1344
14.2;4;15.2;2247;14/05/1998;1960;10.7856
0;2.9;14.6;1455;15/05/1998;1961;6.984
0;4.1;11.1;2889;16/05/1998;1962;13.8672
0;4.2;9.2;3022;17/05/1998;1963;14.5056
0;4.6;10.5;3036;18/05/1998;1964;14.5728
0;4.4;10.1;2999;19/05/1998;1965;14.3952
0;4.6;11.6;2942;20/05/1998;1966;14.1216
0.4;3.7;13.5;1911;21/05/1998;1967;9.1728
0;3.8;11.5;2381;22/05/1998;1968;11.4288
0;3.7;6.8;3013;23/05/1998;1969;14.4624
0;3.5;6.6;3009;24/05/1998;1970;14.4432
0;2.2;8.7;1412;25/05/1998;1971;6.7776
1.6;1.6;8.3;1040;26/05/1998;1972;4.992
11;1.4;9.1;816;27/05/1998;1973;3.9168
1.6;1.2;8.3;705;28/05/1998;1974;3.384
0;3.1;10;2107;29/05/1998;1975;10.1136
25;2.4;10.7;1215;30/05/1998;1976;5.832
0.2;2.7;10;1779;31/05/1998;1977;8.5392
0.6;2.5;10.7;1500;01/06/1998;1978;7.2
11.6;1.9;12.4;912;02/06/1998;1979;4.3776
0;4;13.1;2596;03/06/1998;1980;12.4608
2;4.3;16.3;2324;04/06/1998;1981;11.1552
0;4.5;18;1693;05/06/1998;1982;8.1264
14.4;3.8;17.4;1479;06/06/1998;1983;7.0992
0;3.4;12.4;2014;07/06/1998;1984;9.6672
0;4;11.6;2729;08/06/1998;1985;13.0992
3.2;4.4;14.1;2876;09/06/1998;1986;13.8048
22.6;2;11.1;1133;10/06/1998;1987;5.4384
21;1.5;5;1143;11/06/1998;1988;5.4864
1.2;1.9;5.5;1124;12/06/1998;1989;5.3952
5.4;2.6;7.2;2010;13/06/1998;1990;9.648
15.6;2.1;9.1;1278;14/06/1998;1991;6.1344
6.8;2.4;8.9;1600;15/06/1998;1992;7.68
0;3.3;9.6;2212;16/06/1998;1993;10.6176
0;3.9;8.7;2994;17/06/1998;1994;14.3712
0;4.4;12.5;2897;18/06/1998;1995;13.9056
0;5.5;16.9;3152;19/06/1998;1996;15.1296
0;6.9;19;3158;20/06/1998;1997;15.1584
0;6.1;20.1;2669;21/06/1998;1998;12.8112
0;3.7;16.3;2184;22/06/1998;1999;10.4832
0;3.8;14.5;2264;23/06/1998;2000;10.8672
0;5.1;16;3057;24/06/1998;2001;14.6736
13.4;0.7;11.4;511;25/06/1998;2002;2.4528
0.6;1.7;14;913;26/06/1998;2003;4.3824
0;3.5;14.9;2242;27/06/1998;2004;10.7616
0;2.9;13;1793;28/06/1998;2005;8.6064
0;4.6;12.7;3161;29/06/1998;2006;15.1728
0.2;3.7;14.5;2176;30/06/1998;2007;10.4448
38;3.3;15.7;1823;01/07/1998;2008;8.7504
0;3.8;16.2;2207;02/07/1998;2009;10.5936
1;2.8;13.4;1596;03/07/1998;2010;7.6608
0;3.8;12.6;2548;04/07/1998;2011;12.2304
0;4.2;12.9;2900;05/07/1998;2012;13.92
0.6;5;15.4;3124;06/07/1998;2013;14.9952
4;2.8;14.5;1496;07/07/1998;2014;7.1808
1;2.5;13;1373;08/07/1998;2015;6.5904
0;3.5;11.4;2521;09/07/1998;2016;12.1008
1;3;13.1;1869;10/07/1998;2017;8.9712
1.4;2.8;13.7;1572;11/07/1998;2018;7.5456
0.2;4.8;15.4;3019;12/07/1998;2019;14.4912
5;2.6;13.9;1467;13/07/1998;2020;7.0416
0;3.8;10.6;2647;14/07/1998;2021;12.7056
0;3.7;9.4;2799;15/07/1998;2022;13.4352
0;3.6;12.1;2437;16/07/1998;2023;11.6976
0.2;3;14.8;1613;17/07/1998;2024;7.7424
0;4.6;16.1;2788;18/07/1998;2025;13.3824
0;6.2;21.5;2738;19/07/1998;2026;13.1424
0;8.7;21.6;2839;20/07/1998;2027;13.6272
0;2.5;14.6;1295;21/07/1998;2028;6.216
0;4.8;15.8;2864;22/07/1998;2029;13.7472
0;4.9;17.5;2697;23/07/1998;2030;12.9456
0;4.2;16.6;2461;24/07/1998;2031;11.8128
0;3.8;16;2142;25/07/1998;2032;10.2816
1.8;4.8;17.9;2642;26/07/1998;2033;12.6816
9.6;1.9;14.3;1045;27/07/1998;2034;5.016
5.8;2;12.5;1093;28/07/1998;2035;5.2464
0.2;3.8;14.5;2337;29/07/1998;2036;11.2176
2;2.3;13.4;1557;30/07/1998;2037;7.4736
15;3.6;14.8;2147;31/07/1998;2038;10.3056
4;1.4;12.1;689;01/08/1998;2039;3.3072
2.6;1.3604275929745;11.5;791;02/08/1998;2040;3.7968
0;2.5;11.1;1676;03/08/1998;2041;8.0448
3;2.3;12.1;1678;04/08/1998;2042;8.0544
0;5;15.5;2748;05/08/1998;2043;13.1904
0;4.9;15.3;2840;06/08/1998;2044;13.632
0;5;17;2782;07/08/1998;2045;13.3536
0;5.6;20.8;2702;08/08/1998;2046;12.9696
0;5.5;21.5;2694;09/08/1998;2047;12.9312
0;4.9;21.4;2407;10/08/1998;2048;11.5536
0;4.9;22.7;2129;11/08/1998;2049;10.2192
15;3.7;21.5;1310;12/08/1998;2050;6.288
0;3.3;17.2;1799;13/08/1998;2051;8.6352
0;4.4;15.2;2657;14/08/1998;2052;12.7536
0;4.3;17.8;2235;15/08/1998;2053;10.728
0.2;3;18.8;1194;16/08/1998;2054;5.7312
22.6;3.2;18;1571;17/08/1998;2055;7.5408
0.2;3.8;17;2280;18/08/1998;2056;10.944
0.2;3.5;15.2;2251;19/08/1998;2057;10.8048
0;3.4;14.8;2169;20/08/1998;2058;10.4112
15;2.4;13.6;1301;21/08/1998;2059;6.2448
22.6;0.7;13.8;491;22/08/1998;2060;2.3568
1.4;2.5;15.8;1454;23/08/1998;2061;6.9792
6.8;0.7;11.7;466;24/08/1998;2062;2.2368
0.2;2.9;11.9;2171;25/08/1998;2063;10.4208
0;3.5;13.3;2503;26/08/1998;2064;12.0144
0;3.1;10.8;2300;27/08/1998;2065;11.04
0;3.1;7.9;2324;28/08/1998;2066;11.1552
0;3.4;9.4;2444;29/08/1998;2067;11.7312
0;3.5;12.6;2323;30/08/1998;2068;11.1504
0;3.8;16.3;2008;31/08/1998;2069;9.6384
0;3;17.9;1143;01/09/1998;2070;5.4864
22.2;3.1;17.9;1267;02/09/1998;2071;6.0816
0.6;2.7;14.2;1745;03/09/1998;2072;8.376
20.6;0.9;13.3;372;04/09/1998;2073;1.7856
5.2;1.2;11.4;644;05/09/1998;2074;3.0912
3.4;3;14;2190;06/09/1998;2075;10.512
5.2;2;14.1;1169;07/09/1998;2076;5.6112
0.8;1.4;11.9;870;08/09/1998;2077;4.176
0;3.3;15.4;2085;09/09/1998;2078;10.008
18;0.1;12.7;112;10/09/1998;2079;0.5376
21.4;1.1;10.6;561;11/09/1998;2080;2.6928
15;1;6.2;709;12/09/1998;2081;3.4032
9.2;0.8;4.7;485;13/09/1998;2082;2.328
4.6;1;5.6;822;14/09/1998;2083;3.9456
8;1;7.4;830;15/09/1998;2084;3.984
0.6;1.7;10.6;1214;16/09/1998;2085;5.8272
0;2;10;1542;17/09/1998;2086;7.4016
0;2.4;9.7;2014;18/09/1998;2087;9.6672
0;3;12.1;2016;19/09/1998;2088;9.6768
0;2.7;11.4;1997;20/09/1998;2089;9.5856
0;2.5;12.1;1796;21/09/1998;2090;8.6208
0;2.5;11.5;1779;22/09/1998;2091;8.5392
0;2.5;12.1;1577;23/09/1998;2092;7.5696
0;2.2;12.1;1088;24/09/1998;2093;5.2224
0.2;1.9;12.9;944;25/09/1998;2094;4.5312
49.2;1.1;12;380;26/09/1998;2095;1.824
28.6;0.7;8.8;458;27/09/1998;2096;2.1984
8.8;0.9;10.6;531;28/09/1998;2097;2.5488
25.8;1.4;9.6;1299;29/09/1998;2098;6.2352
1.4;1.3;9.8;1038;30/09/1998;2099;4.9824
6.2;0.9;7.8;590;01/10/1998;2100;2.832
28.4;0.3;7.7;224;02/10/1998;2101;1.0752
3.2;0.7;6.7;554;03/10/1998;2102;2.6592
3.6;0.6;6.6;421;04/10/1998;2103;2.0208
11.2;0.8;7.1;881;05/10/1998;2104;4.2288
6.4;0.5;6.8;353;06/10/1998;2105;1.6944
0;0.6;5.6;445;07/10/1998;2106;2.136
8.6;0.2;4.5;204;08/10/1998;2107;0.9792
0.2;0.7;4.3;904;09/10/1998;2108;4.3392
0.4;0.3;5.7;363;10/10/1998;2109;1.7424
11.4;0.7;7.3;550;11/10/1998;2110;2.64
0;0.8;6.9;969;12/10/1998;2111;4.6512
0;0.8;5.4;1112;13/10/1998;2112;5.3376
0;0.6;8.4;709;14/10/1998;2113;3.4032
0;1.2;9.4;1410;15/10/1998;2114;6.768
0;1.9;12.8;1218;16/10/1998;2115;5.8464
8.2;1.5;12.1;835;17/10/1998;2116;4.008
0;0.9;7;1128;18/10/1998;2117;5.4144
0;0.8;4.8;821;19/10/1998;2118;3.9408
0;0.8;4.3;1292;20/10/1998;2119;6.2016
0;1.9;7.8;1011;21/10/1998;2120;4.8528
0;1.5;9.5;1183;22/10/1998;2121;5.6784
2;1.1;9.5;881;23/10/1998;2122;4.2288
27.8;0.9;9.6;633;24/10/1998;2123;3.0384
3.2;0.3;6.3;311;25/10/1998;2124;1.4928
5.4;0.4;4.8;345;26/10/1998;2125;1.656
0.2;0.6;4.9;744;27/10/1998;2126;3.5712
2;0;7;128;28/10/1998;2127;0.6144
12.6;0.4;6.7;477;29/10/1998;2128;2.2896
0.4;0.1;2.9;188;30/10/1998;2129;0.9024
2.2;0.6;5.9;461;31/10/1998;2130;2.2128
8.8;0;6.7;207;01/11/1998;2131;0.9936
5.8;0;3.4;375;02/11/1998;2132;1.8
7.4;0.1;5.4;183;03/11/1998;2133;0.8784
1.2;0.4;3.4;387;04/11/1998;2134;1.8576
0;0.3;1.7;844;05/11/1998;2135;4.0512
0;0.2;0;1112;06/11/1998;2136;5.3376
0;1;4.7;1114;07/11/1998;2137;5.3472
0;1.2;6.3;1029;08/11/1998;2138;4.9392
9.6;0.3;6.9;886;09/11/1998;2139;4.2528
11.6;0.2;6.9;218;10/11/1998;2140;1.0464
0;0.3;0.8;891;11/11/1998;2141;4.2768
0.6;0.1;-0.6;131;12/11/1998;2142;0.6288
0.4;0.5;3.1;340;13/11/1998;2143;1.632
0;0.2;2.6;246;14/11/1998;2144;1.1808
0.8;0.2;0.6;268;15/11/1998;2145;1.2864
0;0.2;-1.2;495;16/11/1998;2146;2.376
0;0.3;-1.6;818;17/11/1998;2147;3.9264
0;0.2;-3.8;602;18/11/1998;2148;2.8896
0;0.3;-4.2;933;19/11/1998;2149;4.4784
0;0.1;-4.9;936;20/11/1998;2150;4.4928
0;0.6;-5.3;928;21/11/1998;2151;4.4544
0;0.2;-5.8;881;22/11/1998;2152;4.2288
0;0.3;-3.7;874;23/11/1998;2153;4.1952
0.2;0.4;-2.8;755;24/11/1998;2154;3.624
0;0;-0.8;70;25/11/1998;2155;0.336
0;0.1;0.2;341;26/11/1998;2156;1.6368
0.4;0;1.5;91;27/11/1998;2157;0.4368
4;0;0.6;455;28/11/1998;2158;2.184
0.2;0.1;-0.6;209;29/11/1998;2159;1.0032
0;0.1;-2.5;163;30/11/1998;2160;0.7824
0;0;-4.6;752;01/12/1998;2161;3.6096
0;0;-4.8;357;02/12/1998;2162;1.7136
0;0.1;0.4;661;03/12/1998;2163;3.1728
0;0.2;-1.6;406;04/12/1998;2164;1.9488
0.2;0.1;-3.8;271;05/12/1998;2165;1.3008
0;0;-4.9;375;06/12/1998;2166;1.8
0;0;-6.6;764;07/12/1998;2167;3.6672
0;0;-1.7;728;08/12/1998;2168;3.4944
7.6;0.1;0.8;276;09/12/1998;2169;1.3248
14.8;0;3.2;124;10/12/1998;2170;0.5952
0;0.1;2.7;296;11/12/1998;2171;1.4208
6.4;0;4.7;117;12/12/1998;2172;0.5616
0;0;5;510;13/12/1998;2173;2.448
0;0.3;6.4;649;14/12/1998;2174;3.1152
0;0.4;7.4;706;15/12/1998;2175;3.3888
0;0.5;5.2;507;16/12/1998;2176;2.4336
0;1;7.7;696;17/12/1998;2177;3.3408
0.2;0.2;4.2;695;18/12/1998;2178;3.336
0.4;0.1;1.3;249;19/12/1998;2179;1.1952
0.2;0.1;-0.1;316;20/12/1998;2180;1.5168
0;0.1;-4.7;432;21/12/1998;2181;2.0736
0;0.3;-3.6;734;22/12/1998;2182;3.5232
0;0.3;-1.5;603;23/12/1998;2183;2.8944
0.6;0.2;-1.7;225;24/12/1998;2184;1.08
0;0;-4.6;399;25/12/1998;2185;1.9152
0;0.2;2.1;508;26/12/1998;2186;2.4384
0;0.9;4.2;396;27/12/1998;2187;1.9008
0.6;0.1;4.2;457;28/12/1998;2188;2.1936
0;0.4;3.4;176;29/12/1998;2189;0.8448
2;0.6;3.9;147;30/12/1998;2190;0.7056
0;0.2;2.1;253;31/12/1998;2191;1.2144
0;0.2;3.5;377;01/01/1999;2192;1.8096
15;0.3;3.3;140;02/01/1999;2193;0.672
10;0;3.3;98;03/01/1999;2194;0.4704
0.8;0.1;6.4;293;04/01/1999;2195;1.4064
0;0.6;9.7;713;05/01/1999;2196;3.4224
0;0.8;8.1;768;06/01/1999;2197;3.6864
0.6;0.3;3.7;375;07/01/1999;2198;1.8
8.6;0.2;3.3;122;08/01/1999;2199;0.5856
2;0.2;-0.3;257;09/01/1999;2200;1.2336
6;0.1;-4;174;10/01/1999;2201;0.8352
1;0;-5.3;341;11/01/1999;2202;1.6368
4;0;-9.1;800;12/01/1999;2203;3.84
4;0;-3.2;400;13/01/1999;2204;1.92
2.2;0;-0.2;366;14/01/1999;2205;1.7568
0;0;-1.5;848;15/01/1999;2206;4.0704
0;0.2;-0.4;530;16/01/1999;2207;2.544
28.8;0.2;2;162;17/01/1999;2208;0.7776
0;0;0.4;412;18/01/1999;2209;1.9776
0;0;-1.7;914;19/01/1999;2210;4.3872
0;0.2;2.5;908;20/01/1999;2211;4.3584
0;0.6;3.8;646;21/01/1999;2212;3.1008
0;0.1;2.1;809;22/01/1999;2213;3.8832
0;0;-0.6;864;23/01/1999;2214;4.1472
0;0;1.1;890;24/01/1999;2215;4.272
0;0;1;305;25/01/1999;2216;1.464
8.8;0.1;3.2;102;26/01/1999;2217;0.4896
5.4;0.2;-0.2;658;27/01/1999;2218;3.1584
11.6;0;0.8;85;28/01/1999;2219;0.408
0.2;0.4;-0.5;477;29/01/1999;2220;2.2896
0;0.4;-6.6;1078;30/01/1999;2221;5.1744
0;0.4;-8.8;816;31/01/1999;2222;3.9168
0;0.3;-6.6;1006;01/02/1999;2223;4.8288
0;0.3;-1.5;421;02/02/1999;2224;2.0208
0;0.6;1.2;980;03/02/1999;2225;4.704
5;0.3;0.8;747;04/02/1999;2226;3.5856
1.8;0.2;1;203;05/02/1999;2227;0.9744
1.2;0.1;-0.6;159;06/02/1999;2228;0.7632
4;0.3;-1.2;290;07/02/1999;2229;1.392
15;0.3;-2.6;506;08/02/1999;2230;2.4288
11;0.3;-1.4;433;09/02/1999;2231;2.0784
3;0.1;-7.4;851;10/02/1999;2232;4.0848
0.8;0.2;-6.7;841;11/02/1999;2233;4.0368
0;0.2;-8.7;1328;12/02/1999;2234;6.3744
0;0.3;-11.4;1235;13/02/1999;2235;5.928
0;0.3;-6.6;1223;14/02/1999;2236;5.8704
1;0.2;-4.4;697;15/02/1999;2237;3.3456
4;0.2;-1;459;16/02/1999;2238;2.2032
3;0.4;-0.9;331;17/02/1999;2239;1.5888
4;0.2;0.5;415;18/02/1999;2240;1.992
12;0.3;2.2;527;19/02/1999;2241;2.5296
4.6;0.1;4;189;20/02/1999;2242;0.9072
10;0.1;4.3;181;21/02/1999;2243;0.8688
2;0.3;-0.4;458;22/02/1999;2244;2.1984
1;0.7;-1.3;831;23/02/1999;2245;3.9888
0.2;0.3;0.6;499;24/02/1999;2246;2.3952
0;0.9;4.7;1304;25/02/1999;2247;6.2592
0;1.3;5.1;1523;26/02/1999;2248;7.3104
2;1.1;4.6;1081;27/02/1999;2249;5.1888
0;0.6;2.8;690;28/02/1999;2250;3.312
0;0.6;0.7;1313;01/03/1999;2251;6.3024
0.2;0.2;3.6;288;02/03/1999;2252;1.3824
7.6;0.2;2.8;208;03/03/1999;2253;0.9984
1.6;0.6;0;932;04/03/1999;2254;4.4736
4.4;0.6;-1.3;893;05/03/1999;2255;4.2864
3.2;0.5;-3.3;951;06/03/1999;2256;4.5648
0;0.9;-2.5;1615;07/03/1999;2257;7.752
0;1.1;1.5;1239;08/03/1999;2258;5.9472
0;1.7;5.8;1597;09/03/1999;2259;7.6656
0;2.1;8.2;1452;10/03/1999;2260;6.9696
0;2.5;9.6;1596;11/03/1999;2261;7.6608
0;2.5;8.3;814;12/03/1999;2262;3.9072
0;2.3;8.6;1098;13/03/1999;2263;5.2704
0;1.9;7.1;1295;14/03/1999;2264;6.216
0;2.2;9;1750;15/03/1999;2265;8.4
0;2.3;7.4;1898;16/03/1999;2266;9.1104
0;2.5;5.8;1414;17/03/1999;2267;6.7872
0.8;2.2;4.5;1723;18/03/1999;2268;8.2704
0;1.4;2.2;1630;19/03/1999;2269;7.824
0;1.5;1.3;1479;20/03/1999;2270;7.0992
3.6;1.8;1.9;1907;21/03/1999;2271;9.1536
3.6;0.6;0.5;606;22/03/1999;2272;2.9088
0;0.6;1.5;500;23/03/1999;2273;2.4
0;3;6.8;2113;24/03/1999;2274;10.1424
10.4;1;4.7;694;25/03/1999;2275;3.3312
4.8;0.6;1.8;581;26/03/1999;2276;2.7888
0.6;0.9;0.8;974;27/03/1999;2277;4.6752
0;1.2;1.8;967;28/03/1999;2278;4.6416
0;2;4.4;2035;29/03/1999;2279;9.768
0;2.4;6.2;2128;30/03/1999;2280;10.2144
0;2.9;9.3;2130;31/03/1999;2281;10.224
0;3.6;10.2;2117;01/04/1999;2282;10.1616
0.6;1.7;8.1;1256;02/04/1999;2283;6.0288
5;0.4;5.2;455;03/04/1999;2284;2.184
0;2.5;10.1;2017;04/04/1999;2285;9.6816
0;2.5;9.2;1815;05/04/1999;2286;8.712
4.2;2.9;11.6;1861;06/04/1999;2287;8.9328
3;1.1;4.6;929;07/04/1999;2288;4.4592
0;1.4;3.4;949;08/04/1999;2289;4.5552
0;2.3;6.3;1763;09/04/1999;2290;8.4624
1.2;1.8;5;1762;10/04/1999;2291;8.4576
1.4;1.2;3.2;1051;11/04/1999;2292;5.0448
9;0.9;3.4;561;12/04/1999;2293;2.6928
3;1.3;2.2;936;13/04/1999;2294;4.4928
2.8;1.3;2;1065;14/04/1999;2295;5.112
0.2;1.3;-0.6;1522;15/04/1999;2296;7.3056
0;1.9;1.9;1685;16/04/1999;2297;8.088
6.4;1.4;1.8;1340;17/04/1999;2298;6.432
8.4;1.3;0.8;1341;18/04/1999;2299;6.4368
3.2;1.1;2.4;1158;19/04/1999;2300;5.5584
4;1;6.1;788;20/04/1999;2301;3.7824
1.2;1.5;6.6;918;21/04/1999;2302;4.4064
3;1.4;5.4;919;22/04/1999;2303;4.4112
4.8;1.3;4.2;944;23/04/1999;2304;4.5312
1.6;1.7;4.2;1411;24/04/1999;2305;6.7728
2.2;2.8;6.2;2146;25/04/1999;2306;10.3008
0.8;1;4.4;790;26/04/1999;2307;3.792
1.6;2.2;6.9;1721;27/04/1999;2308;8.2608
0;2.4;8.1;1633;28/04/1999;2309;7.8384
0.6;2.6;10.9;1139;29/04/1999;2310;5.4672
0;2.7;9.1;2103;30/04/1999;2311;10.0944
0;3.3;11.8;2096;01/05/1999;2312;10.0608
0.4;3.1;12.6;1453;02/05/1999;2313;6.9744
10;1.1;10.7;474;03/05/1999;2314;2.2752
3.2;1.8;12.4;924;04/05/1999;2315;4.4352
0;2.4;11.9;1439;05/05/1999;2316;6.9072
0;3.7;11.6;2395;06/05/1999;2317;11.496
22.6;2.1;12.3;838;07/05/1999;2318;4.0224
0;3.4;11.4;2207;08/05/1999;2319;10.5936
0;4.8;12.1;2879;09/05/1999;2320;13.8192
0.2;4;13.5;2031;10/05/1999;2321;9.7488
1.6;3.4;14.2;1907;11/05/1999;2322;9.1536
1.2;3;14.5;1638;12/05/1999;2323;7.8624
6;3.5;15;2071;13/05/1999;2324;9.9408
5.2;1.3;11.1;734;14/05/1999;2325;3.5232
0;2.2;9.5;1408;15/05/1999;2326;6.7584
0;4;10.1;2791;16/05/1999;2327;13.3968
33;0.6;7.8;332;17/05/1999;2328;1.5936
4.2;2.8;9.5;1654;18/05/1999;2329;7.9392
2.2;1.8;7.9;1205;19/05/1999;2330;5.784
8.4;1.3;7.6;783;20/05/1999;2331;3.7584
1;0.1;7.5;132;21/05/1999;2332;0.6336
0;0.7;7.9;518;22/05/1999;2333;2.4864
0.2;3.1;10.1;2209;23/05/1999;2334;10.6032
0;3.3;11;2346;24/05/1999;2335;11.2608
0;4.1;13.2;2636;25/05/1999;2336;12.6528
0;4.9;14.9;3020;26/05/1999;2337;14.496
0;5.6;16.3;2407;27/05/1999;2338;11.5536
0;5.9;16.6;2983;28/05/1999;2339;14.3184
0;6.1;16.3;2874;29/05/1999;2340;13.7952
0;6.1;18.5;2881;30/05/1999;2341;13.8288
0.6;3.3;16.5;1690;31/05/1999;2342;8.112
1;4.8;18.5;2432;01/06/1999;2343;11.6736
6.6;3.3;14.4;1722;02/06/1999;2344;8.2656
1.2;3.9;12.2;2194;03/06/1999;2345;10.5312
0.4;2.2;9.8;1392;04/06/1999;2346;6.6816
4.4;0.7;7.8;456;05/06/1999;2347;2.1888
3.8;2.2;8.9;1388;06/06/1999;2348;6.6624
2;1.4;7.6;981;07/06/1999;2349;4.7088
0;2.7;8.1;1879;08/06/1999;2350;9.0192
0;4;9.4;2982;09/06/1999;2351;14.3136
0;2.6;11.2;1484;10/06/1999;2352;7.1232
0;2.4;10.1;1554;11/06/1999;2353;7.4592
0;4.3;10.7;3042;12/06/1999;2354;14.6016
0;3.6;11.9;2309;13/06/1999;2355;11.0832
0.2;2.1;8.6;1385;14/06/1999;2356;6.648
0;3.2;13.6;1802;15/06/1999;2357;8.6496
0;4.5;13.1;2873;16/06/1999;2358;13.7904
0;5.1;15.4;2913;17/06/1999;2359;13.9824
0;3.3;13.7;1873;18/06/1999;2360;8.9904
0;4.8;12;3144;19/06/1999;2361;15.0912
6;2.5;9.7;1764;20/06/1999;2362;8.4672
1.2;2.8;9.6;1727;21/06/1999;2363;8.2896
0;4.3;8.4;3195;22/06/1999;2364;15.336
0;4.8;11.2;3030;23/06/1999;2365;14.544
0;5.6;14.8;3167;24/06/1999;2366;15.2016
0.4;5.9;18.6;2856;25/06/1999;2367;13.7088
3.4;3.2;16.4;1636;26/06/1999;2368;7.8528
18.2;2.3;13.4;1046;27/06/1999;2369;5.0208
0;2.9;10.9;1758;28/06/1999;2370;8.4384
1.8;2.5;12.8;1553;29/06/1999;2371;7.4544
0;2.6;13.1;1530;30/06/1999;2372;7.344
0;4.9;14.7;3118;01/07/1999;2373;14.9664
0;6.4;21.6;2765;02/07/1999;2374;13.272
0;4.4;18.6;2439;03/07/1999;2375;11.7072
5;6.4;20.2;2842;04/07/1999;2376;13.6416
1.4;3.3;15.8;1802;05/07/1999;2377;8.6496
14;2.3;12.6;1409;06/07/1999;2378;6.7632
0;3.3;14.6;1853;07/07/1999;2379;8.8944
0;4.4;14.6;2594;08/07/1999;2380;12.4512
0;5;15.1;2820;09/07/1999;2381;13.536
0.2;1.8;14.1;862;10/07/1999;2382;4.1376
8.2;1.8;15.2;961;11/07/1999;2383;4.6128
0;3.9;17.8;2132;12/07/1999;2384;10.2336
6.8;3.5;16.1;2082;13/07/1999;2385;9.9936
1;1.9;13.1;1081;14/07/1999;2386;5.1888
0.2;1.7;13.1;900;15/07/1999;2387;4.32
0;3.9;15.9;2137;16/07/1999;2388;10.2576
0;5.6;18;3021;17/07/1999;2389;14.5008
0;4.4;19.4;1828;18/07/1999;2390;8.7744
1.4;2.3;16.9;1152;19/07/1999;2391;5.5296
0;4.3;17.5;2501;20/07/1999;2392;12.0048
0;2.9;16.1;1530;21/07/1999;2393;7.344
0;3.2;12.7;1989;22/07/1999;2394;9.5472
0;3.1;11;1919;23/07/1999;2395;9.2112
0;4.9;13.2;3001;24/07/1999;2396;14.4048
0;5.4;16.1;2945;25/07/1999;2397;14.136
0;5.6;18.4;2887;26/07/1999;2398;13.8576
0.2;4.6;20.8;1781;27/07/1999;2399;8.5488
5;2.5;16.1;1355;28/07/1999;2400;6.504
0.2;2.3;17.5;1035;29/07/1999;2401;4.968
0;3.8;15.8;2218;30/07/1999;2402;10.6464
1;3.4;15.6;1972;31/07/1999;2403;9.4656
0.2;4.2;16;2496;01/08/1999;2404;11.9808
12;3.7;18.5;1746;02/08/1999;2405;8.3808
5.4;3.6;17.3;2132;03/08/1999;2406;10.2336
10.4;3.1;18;1471;04/08/1999;2407;7.0608
7.4;2.7;18.6;1248;05/08/1999;2408;5.9904
31.2;3.6;18.4;1643;06/08/1999;2409;7.8864
9.4;3.8;16.6;2177;07/08/1999;2410;10.4496
0;4.2;15.7;2608;08/08/1999;2411;12.5184
0;4.1;15.7;2503;09/08/1999;2412;12.0144
7.2;2;14;1049;10/08/1999;2413;5.0352
0;2.4;13.6;1456;11/08/1999;2414;6.9888
0.4;2.2;11.5;1483;12/08/1999;2415;7.1184
0;2.8;11.8;1989;13/08/1999;2416;9.5472
5.4;2.2;12.1;1515;14/08/1999;2417;7.272
2;3.5;13.8;2240;15/08/1999;2418;10.752
9.4;1.3;12.9;835;16/08/1999;2419;4.008
